pair,timeframe,direction,quality,confidence,consensus,entry_score,risk_reward,regime,kalman_direction,kalman_trend_state,trend_vs_kalman_conflict,confidence_minus_quality,approved,reject_reason,institutional_score,structural_score,market_score,momentum_score,liquidity_score,risk_score,confidence_score_scanner,flow_score,timing_index,conviction_score,entry_score_scanner
BERTUSDT,1d,short,0.5881,0.7426,0.72,0.0,0.0,ranging,DOWN,continuing,False,0.1545,False,RVOL 0.60 < 0.7,0.5957,0.5134,0.4405,0.4803,0.916,0.5758,0.7426,0.6,0.718,0.8557,0.0
BERTUSDT,30m,long,0.5488,0.7456,0.72,0.809,0.0,ranging,UP,continuing,False,0.1968,False,RVOL 0.63 < 0.7,0.601,0.5139,0.4405,0.6059,0.916,0.5758,0.7456,0.46,0.549,0.6469,0.809
BERTUSDT,4h,short,0.5225,0.7434,0.72,0.0,0.0,ranging,DOWN,continuing,False,0.2209,False,RVOL 0.23 < 0.7,0.5645,0.5134,0.4405,0.405,0.916,0.5758,0.7434,0.4,0.519,0.7178,0.0
BERTUSDT,1h,short,0.4915,0.7439,0.72,0.7191,0.0,ranging,DOWN,reversing,False,0.2524,False,Quality 0.49 < 0.6,0.5627,0.5135,0.4405,0.4189,0.916,0.5758,0.7439,0.36,0.462,0.4496,0.7191
BIGTIMEUSDT,1d,short,0.6907,0.8564,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.1657,False,RVOL 0.57 < 0.7,0.7213,0.5132,0.8876,0.5935,0.958,0.7153,0.8564,0.7,0.729,0.9357,0.0
BIGTIMEUSDT,4h,short,0.6786,0.8622,0.72,0.0,0.0,trending_down,DOWN,reversing,False,0.1836,False,RVOL 0.25 < 0.7,0.7275,0.514,0.8876,0.5895,0.958,0.7153,0.8622,0.76,0.66,0.7664,0.0
BIGTIMEUSDT,1h,long,0.605,0.859,0.72,0.4793,0.0,trending_down,DOWN,continuing,False,0.254,False,Descalibracao Confianca-Qualidade: 0.25 (limite 0.1),0.6929,0.5135,0.8876,0.5615,0.958,0.7153,0.859,0.46,0.499,0.5946,0.4793
BIGTIMEUSDT,30m,long,0.5753,0.7929,0.72,0.9711,0.0,trending_down,DOWN,continuing,False,0.2176,False,Sem BOS ou CHoCH confirmado,0.6702,0.5137,0.8876,0.5608,0.958,0.7153,0.7929,0.3,0.5,0.5709,0.9711
BLASTUSDT,30m,short,0.6002,0.7876,0.82,0.0,0.0,trending_up,UP,continuing,False,0.1874,False,Entry Zone FAIL (score 0.00 < 0.4),0.6577,0.594,0.8709,0.5182,0.958,0.1835,0.7876,0.6,0.5,0.7522,0.0
BMTUSDT,1d,short,0.6507,0.8647,0.81,0.0,0.0,trending_down,DOWN,reversing,False,0.214,False,RVOL 0.48 < 0.7,0.7151,0.5137,0.9149,0.636,0.958,0.7784,0.8647,0.46,0.66,0.7754,0.0
BMTUSDT,1h,short,0.6474,0.8644,0.81,0.6288,0.0,trending_down,DOWN,continuing,False,0.217,False,Descalibracao Confianca-Qualidade: 0.22 (limite 0.1),0.7249,0.5135,0.9149,0.5688,0.958,0.7784,0.8644,0.66,0.478,0.7109,0.6288
BMTUSDT,4h,short,0.5544,0.7898,0.81,0.0,0.0,trending_down,DOWN,continuing,False,0.2354,False,RVOL 0.25 < 0.7,0.5843,0.1911,0.9149,0.4103,0.958,0.7504,0.7898,0.4,0.599,0.7051,0.0
BNKRUSDT,1d,short,0.6576,0.8633,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.2057,False,RVOL 0.63 < 0.7,0.6774,0.5134,0.8591,0.6053,0.916,0.4565,0.8633,0.6,0.73,0.9672,0.0
BNKRUSDT,4h,short,0.6495,0.8645,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.215,False,RVOL 0.22 < 0.7,0.6654,0.5137,0.8591,0.524,0.916,0.4565,0.8645,0.6,0.73,0.9672,0.0
BOBAUSDT,1d,short,0.6287,0.7444,0.7,0.6653,0.0,ranging,DOWN,continuing,False,0.1157,False,RVOL 0.53 < 0.7,0.6387,0.5135,0.4547,0.6455,0.916,0.7347,0.7444,0.6,0.755,0.956,0.6653
BOBAUSDT,4h,short,0.6044,0.7451,0.7,0.1076,0.0,ranging,DOWN,reversing,False,0.1407,False,RVOL 0.22 < 0.7,0.6396,0.5137,0.4547,0.5841,0.916,0.7347,0.7451,0.7,0.659,0.6804,0.1076
BOBAUSDT,1h,short,0.4766,0.6031,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.1265,False,Sem BOS ou CHoCH confirmado,0.5047,0.1911,0.4547,0.5354,0.916,0.7067,0.6031,0.4,0.478,0.6236,0.0
BOBUSDT,1d,short,0.6451,0.7836,0.76,0.0,0.0,reversal,DOWN,continuing,False,0.1385,False,RVOL 0.54 < 0.7,0.6084,0.5135,0.4256,0.4688,0.916,0.3014,0.7836,1.0,0.799,1.0,0.0
BSBUSDT,30m,short,0.5733,0.8651,0.81,0.6638,0.0,trending_down,DOWN,continuing,False,0.2918,False,RVOL 0.23 < 0.7,0.6193,0.5137,0.8327,0.4055,0.874,0.2751,0.8651,0.6,0.425,0.7821,0.6638
BSBUSDT,1h,short,0.5285,0.7981,0.81,0.0094,0.0,trending_down,DOWN,continuing,False,0.2696,False,RVOL 0.44 < 0.7,0.5989,0.5137,0.8327,0.4475,0.874,0.2751,0.7981,0.4,0.42,0.5925,0.0094
BTTUSDT,4h,short,0.555,0.7476,0.74,0.4151,0.0,ranging,DOWN,continuing,False,0.1926,False,RVOL 0.22 < 0.7,0.5904,0.5142,0.4057,0.5847,0.874,0.6742,0.7476,0.4,0.68,0.7045,0.4151
BTTUSDT,1d,short,0.5402,0.7423,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.2021,False,RVOL 0.49 < 0.7,0.5946,0.5132,0.4057,0.5777,0.874,0.6742,0.7423,0.46,0.532,0.6204,0.0
BTYUSDT,1d,short,0.5617,0.822,0.78,0.0,0.0,reversal,DOWN,continuing,False,0.2603,False,RVOL 0.38 < 0.7,0.6011,0.5132,0.4526,0.6153,0.958,0.3674,0.822,0.5,0.477,0.8287,0.0
BULLUSDT,4h,short,0.6493,0.7441,0.73,0.0,0.0,ranging,DOWN,continuing,False,0.0948,False,RVOL 0.29 < 0.7,0.6961,0.9974,0.3808,0.5979,0.958,0.2186,0.7441,0.6,0.75,0.909,0.0
BULLUSDT,1h,short,0.552,0.668,0.73,0.4298,0.0,ranging,UP,continuing,False,0.116,False,Quality 0.55 < 0.6,0.5832,0.594,0.3808,0.5913,0.958,0.1835,0.668,0.6,0.52,0.8015,0.4298
BXNUSDT,1h,short,0.6433,0.8667,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.2234,False,RVOL 0.43 < 0.7,0.6715,0.514,0.8595,0.4467,0.874,0.6932,0.8667,0.6,0.66,0.9343,0.0
BXNUSDT,30m,short,0.6418,0.8652,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.2234,False,RVOL 0.36 < 0.7,0.669,0.5137,0.8595,0.4311,0.874,0.6932,0.8652,0.6,0.66,0.9381,0.0
C98USDT,30m,long,0.6434,0.8537,0.78,0.7708,0.0,trending_up,UP,continuing,False,0.2103,False,Descalibracao Confianca-Qualidade: 0.21 (limite 0.1),0.6902,0.5135,0.8693,0.7041,0.916,0.3309,0.8537,0.7,0.528,0.846,0.7708
C98USDT,4h,short,0.5837,0.7779,0.78,0.0,0.0,trending_up,UP,continuing,False,0.1942,False,RVOL 0.25 < 0.7,0.6394,0.594,0.8693,0.4101,0.916,0.3379,0.7779,0.5,0.579,0.6969,0.0
C98USDT,1d,short,0.573,0.8552,0.78,0.0,0.0,trending_up,UP,continuing,False,0.2822,False,RVOL 0.58 < 0.7,0.6424,0.5139,0.8693,0.4765,0.916,0.3309,0.8552,0.56,0.449,0.5909,0.0
C98USDT,1h,short,0.4895,0.7119,0.78,0.1537,0.0,trending_up,UP,continuing,False,0.2224,False,Sem BOS ou CHoCH confirmado,0.5375,0.191,0.8693,0.6699,0.916,0.3028,0.7119,0.2,0.529,0.5551,0.1537
CAPUSDT,30m,short,0.6939,0.8653,0.86,0.3636,0.0,trending_down,DOWN,continuing,False,0.1714,False,RVOL 0.45 < 0.7,0.7804,0.9976,0.8447,0.6291,0.916,0.2595,0.8653,0.6,0.679,0.7976,0.3636
CAPUSDT,1h,short,0.5433,0.8647,0.86,0.3772,0.0,trending_down,DOWN,continuing,False,0.3214,False,RVOL 0.51 < 0.7,0.6,0.5137,0.8447,0.4616,0.916,0.2174,0.8647,0.3,0.518,0.7042,0.3772
CARFIUSDT,1d,short,0.59,0.7757,0.74,0.0,0.0,trending_down,UP,continuing,True,0.1857,False,RVOL 0.07 < 0.7,0.6424,0.5942,0.8552,0.1347,0.874,0.7665,0.7757,0.6,0.56,0.709,0.0
CARFIUSDT,4h,short,0.4651,0.7133,0.74,0.0,0.0,trending_down,DOWN,continuing,False,0.2482,False,RVOL 0.00 < 0.7,0.5709,0.5129,0.8552,0.24,0.874,0.7595,0.7133,0.0,0.43,0.4075,0.0
CARFIUSDT,30m,short,0.4639,0.7072,0.74,0.8272,0.0,trending_down,DOWN,continuing,False,0.2433,False,RVOL 0.00 < 0.7,0.5229,0.1906,0.8552,0.48,0.874,0.7314,0.7072,0.0,0.51,0.5687,0.8272
CARFIUSDT,1h,short,0.4357,0.6383,0.74,0.7623,0.0,trending_down,DOWN,continuing,False,0.2026,False,RVOL 0.00 < 0.7,0.4979,0.1903,0.8552,0.36,0.874,0.7314,0.6383,0.0,0.48,0.4896,0.7623
CATIUSDT,1h,short,0.6498,0.8563,0.71,0.8195,0.0,trending_down,DOWN,continuing,False,0.2065,False,Descalibracao Confianca-Qualidade: 0.21 (limite 0.1),0.6898,0.5142,0.8667,0.558,0.916,0.4849,0.8563,0.76,0.593,0.8049,0.8195
CATIUSDT,30m,long,0.5931,0.8548,0.71,0.8195,0.0,trending_down,UP,reversing,True,0.2617,False,Sem BOS ou CHoCH confirmado,0.6672,0.5139,0.8667,0.6487,0.916,0.4849,0.8548,0.4,0.605,0.5754,0.8195
CATIUSDT,4h,short,0.4905,0.7094,0.71,0.3251,0.0,trending_down,DOWN,reversing,False,0.2189,False,RVOL 0.25 < 0.7,0.5401,0.1906,0.8667,0.5897,0.916,0.4568,0.7094,0.2,0.558,0.5161,0.3251
CATUSDT,1h,short,0.6166,0.672,0.71,0.7083,0.0,ranging,DOWN,reversing,False,0.0554,False,Confidence 0.67 < 0.75,0.6626,0.5947,0.4655,0.7157,0.958,0.5582,0.672,0.7,0.62,0.7366,0.7083
CATUSDT,1d,short,0.5661,0.7438,0.71,0.0,0.0,ranging,DOWN,reversing,False,0.1777,False,RVOL 0.55 < 0.7,0.6159,0.5135,0.4655,0.5901,0.958,0.5512,0.7438,0.56,0.55,0.6507,0.0
CATUSDT,30m,long,0.5266,0.6804,0.71,0.4962,0.0,ranging,UP,continuing,False,0.1538,False,Sem BOS ou CHoCH confirmado,0.5283,0.1927,0.4655,0.7082,0.958,0.5232,0.6804,0.4,0.68,0.7619,0.4962
CATUSDT,4h,short,0.5262,0.7485,0.71,0.2841,0.0,ranging,DOWN,continuing,False,0.2223,False,RVOL 0.30 < 0.7,0.565,0.5144,0.4655,0.4195,0.958,0.5512,0.7485,0.3,0.62,0.7142,0.2841
CCDUSDT,30m,long,0.67,0.8632,0.72,0.0,0.0,trending_up,UP,continuing,False,0.1932,False,RVOL 0.58 < 0.7,0.7031,0.5134,0.9173,0.4757,0.916,0.7212,0.8632,0.7,0.64,0.9425,0.0
CCDUSDT,1d,short,0.6628,0.8648,0.72,0.0,0.0,trending_up,DOWN,continuing,True,0.202,False,RVOL 0.39 < 0.7,0.6976,0.5137,0.9173,0.4371,0.916,0.7212,0.8648,0.7,0.641,0.8979,0.0
CEEKUSDT,1h,short,0.7089,0.873,0.77,0.5699,0.0,trending_down,DOWN,continuing,False,0.1641,False,Descalibracao Confianca-Qualidade: 0.16 (limite 0.1),0.6979,0.515,0.8646,0.5717,0.958,0.2272,0.873,1.0,0.8,1.0,0.5699
CEEKUSDT,30m,short,0.627,0.87,0.77,0.2405,0.0,trending_down,UP,continuing,True,0.243,False,Entry Zone FAIL (score 0.24 < 0.4),0.6554,0.5145,0.8646,0.5578,0.958,0.2272,0.87,0.6,0.67,0.8351,0.2405
CEEKUSDT,4h,short,0.563,0.7914,0.77,0.0758,0.0,trending_down,DOWN,continuing,False,0.2284,False,RVOL 0.26 < 0.7,0.5601,0.1913,0.8646,0.5324,0.958,0.1991,0.7914,0.6,0.63,0.7903,0.0758
CEEKUSDT,1d,short,0.5563,0.7214,0.77,0.0,0.0,trending_down,DOWN,reversing,False,0.1651,False,RVOL 0.51 < 0.7,0.6336,0.594,0.8646,0.641,0.958,0.2342,0.7214,0.2,0.66,0.5672,0.0
CELLUSDT,30m,short,0.6402,0.7436,0.74,0.2075,0.0,ranging,UP,continuing,False,0.1034,False,RVOL 0.56 < 0.7,0.6573,0.5135,0.4467,0.6524,0.916,0.7232,0.7436,0.8,0.658,0.8952,0.2075
CELOUSDT,1h,long,0.6294,0.859,0.77,0.5159,0.0,trending_up,UP,continuing,False,0.2296,False,Descalibracao Confianca-Qualidade: 0.23 (limite 0.1),0.6862,0.514,0.8993,0.5694,0.958,0.6177,0.859,0.46,0.595,0.8328,0.5159
CELOUSDT,30m,long,0.6267,0.858,0.77,0.6469,0.0,trending_up,UP,continuing,False,0.2313,False,Descalibracao Confianca-Qualidade: 0.23 (limite 0.1),0.6916,0.5137,0.8993,0.6733,0.958,0.6177,0.858,0.36,0.622,0.8033,0.6469
CELOUSDT,4h,long,0.5053,0.7144,0.77,0.6355,0.0,trending_up,UP,continuing,False,0.2091,False,RVOL 0.23 < 0.7,0.5556,0.191,0.8993,0.5259,0.958,0.5896,0.7144,0.2,0.526,0.6121,0.6355
CELRUSDT,4h,short,0.6435,0.6687,0.7,0.6257,0.0,ranging,DOWN,continuing,False,0.0252,False,RVOL 0.23 < 0.7,0.6508,0.5942,0.4519,0.4069,0.916,0.7912,0.6687,0.9,0.68,0.9433,0.6257
CELRUSDT,1h,short,0.6262,0.7465,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.1203,False,Entry Zone FAIL (score 0.00 < 0.4),0.6397,0.514,0.4519,0.5529,0.916,0.7842,0.7465,0.7,0.68,0.9284,0.0
CELRUSDT,30m,short,0.6145,0.744,0.7,1.0,0.0,ranging,DOWN,continuing,False,0.1295,False,Entry Zone FAIL (score 1.00 < 0.4),0.6331,0.5135,0.4519,0.5116,0.916,0.7842,0.744,0.7,0.664,0.8588,1.0
CESUSDT,30m,short,0.4484,0.6802,0.72,0.0,0.0,reversal,DOWN,continuing,False,0.2318,False,RVOL 0.57 < 0.7,0.4996,0.1906,0.8718,0.4732,0.979,0.1532,0.6802,0.2,0.38,0.5552,0.0
CGPTUSDT,4h,short,0.6937,0.7843,0.72,0.0512,0.0,trending_down,DOWN,reversing,False,0.0906,False,RVOL 0.21 < 0.7,0.7309,0.5944,0.8898,0.4025,0.958,0.763,0.7843,0.9,0.699,0.823,0.0512
CGPTUSDT,1h,long,0.6376,0.784,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.1464,False,Entry Zone FAIL (score 0.00 < 0.4),0.7148,0.5944,0.8898,0.5619,0.958,0.763,0.784,0.5,0.597,0.7197,0.0
CGPTUSDT,1d,short,0.6301,0.8577,0.72,0.0,0.0,trending_down,DOWN,continuing,False,0.2276,False,RVOL 0.44 < 0.7,0.707,0.5134,0.8898,0.6272,0.958,0.756,0.8577,0.46,0.559,0.7155,0.0
CHECKUSDT,4h,short,0.6617,0.7432,0.72,0.0,0.0,ranging,DOWN,continuing,False,0.0815,False,RVOL 0.24 < 0.7,0.6597,0.5134,0.4625,0.5276,0.958,0.9477,0.7432,0.7,0.847,1.0,0.0
CHECKUSDT,1h,short,0.6156,0.6678,0.72,0.4811,0.0,ranging,SIDE,continuing,False,0.0522,False,Confidence 0.67 < 0.75,0.6792,0.594,0.4625,0.5692,0.958,0.9547,0.6678,0.7,0.52,0.7254,0.4811
CHEEMSUSDT,4h,short,0.6178,0.7448,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.127,False,RVOL 0.24 < 0.7,0.6323,0.5137,0.4576,0.5286,0.958,0.6172,0.7448,0.76,0.63,0.8925,0.0
CHEEMSUSDT,1h,short,0.5501,0.6083,0.7,0.0,0.0,ranging,DOWN,continuing,False,0.0582,False,Sem BOS ou CHoCH confirmado,0.6086,0.5952,0.4576,0.5612,0.958,0.6242,0.6083,0.4,0.58,0.691,0.0
CHEXUSDT,1h,short,0.6205,0.8384,0.83,0.209,0.0,volatile,DOWN,continuing,False,0.2179,False,ADX 23.8 < 25,0.6053,0.5135,0.4205,0.6626,0.916,0.2318,0.8384,0.7,0.789,0.961,0.209
CHEXUSDT,1d,short,0.5297,0.8378,0.83,0.0,0.0,volatile,DOWN,continuing,False,0.3081,False,RVOL 0.64 < 0.7,0.5551,0.5134,0.4205,0.4888,0.916,0.2318,0.8378,0.46,0.559,0.7416,0.0
CHEXUSDT,30m,short,0.392,0.6966,0.83,0.7429,0.0,volatile,SIDE,reversing,False,0.3046,False,RVOL 0.57 < 0.7,0.4392,0.191,0.4205,0.4732,0.916,0.2037,0.6966,0.3,0.34,0.3291,0.7429
COINDEPOUSDT,30m,long,0.5954,0.7533,0.75,0.0,0.0,ranging,UP,starting,False,0.1579,False,Entry Zone FAIL (score 0.00 < 0.4),0.6419,0.515,0.4337,0.6559,0.916,0.9695,0.7533,0.4,0.648,0.8206,0.0
COINXUSDT,30m,short,0.5894,0.7485,0.73,0.173,0.0,ranging,SIDE,continuing,False,0.1591,False,RVOL 0.63 < 0.7,0.6556,0.5142,0.4237,0.6664,0.916,0.9128,0.7485,0.6,0.48,0.6709,0.173
COINXUSDT,1h,short,0.5607,0.7441,0.73,0.0,0.0,ranging,SIDE,continuing,False,0.1834,False,RVOL 0.64 < 0.7,0.6283,0.5135,0.4237,0.4887,0.916,0.9128,0.7441,0.6,0.42,0.6209,0.0
COINXUSDT,1d,short,0.5557,0.7453,0.73,0.0,0.0,ranging,DOWN,reversing,False,0.1896,False,RVOL 0.47 < 0.7,0.6192,0.5137,0.4237,0.4534,0.916,0.9128,0.7453,0.56,0.5,0.5687,0.0
COINXUSDT,4h,short,0.5353,0.6807,0.73,0.0477,0.0,ranging,DOWN,continuing,False,0.1454,False,RVOL 0.15 < 0.7,0.6043,0.514,0.4237,0.5697,0.916,0.9128,0.6807,0.3,0.56,0.6045,0.0477
COLLECTUSDT,1d,short,0.5905,0.8601,0.7,0.0,0.0,trending_up,SIDE,continuing,False,0.2696,False,RVOL 0.44 < 0.7,0.6742,0.5135,0.8756,0.5671,0.916,0.5002,0.8601,0.56,0.43,0.5657,0.0
COLLECTUSDT,1h,long,0.5712,0.7181,0.7,0.3341,0.0,trending_up,UP,continuing,False,0.1469,False,RVOL 0.68 < 0.7,0.6521,0.5942,0.8756,0.6151,0.916,0.5072,0.7181,0.2,0.627,0.6496,0.3341
COLLECTUSDT,4h,short,0.481,0.7183,0.7,0.2179,0.0,trending_up,DOWN,continuing,True,0.2373,False,RVOL 0.19 < 0.7,0.5252,0.191,0.8756,0.3981,0.916,0.4721,0.7183,0.3,0.466,0.5531,0.2179
COQUSDT,1h,short,0.6113,0.7946,0.73,0.0,0.0,trending_down,DOWN,continuing,False,0.1833,False,Sem BOS ou CHoCH confirmado,0.6702,0.5952,0.8649,0.5227,0.916,0.5639,0.7946,0.4,0.68,0.7396,0.0
COQUSDT,30m,short,0.6067,0.7909,0.73,0.5156,0.0,trending_down,DOWN,continuing,False,0.1842,False,Sem BOS ou CHoCH confirmado,0.6751,0.5945,0.8649,0.6257,0.916,0.5639,0.7909,0.3,0.7,0.7,0.5156
COQUSDT,1d,short,0.5832,0.7227,0.73,0.0,0.0,trending_down,DOWN,starting,False,0.1395,False,RVOL 0.56 < 0.7,0.6621,0.5942,0.8649,0.6518,0.916,0.5639,0.7227,0.2,0.66,0.6731,0.0
COQUSDT,4h,short,0.5368,0.7229,0.73,0.3589,0.0,trending_down,DOWN,continuing,False,0.1861,False,RVOL 0.21 < 0.7,0.5673,0.1911,0.8649,0.5813,0.916,0.5288,0.7229,0.4,0.56,0.6918,0.3589
CORNUSDT,1h,short,0.6051,0.8632,0.79,0.8064,0.0,trending_down,DOWN,continuing,False,0.2581,False,RVOL 0.34 < 0.7,0.639,0.5134,0.8347,0.5484,0.874,0.1575,0.8632,0.7,0.488,0.8452,0.8064
CORNUSDT,30m,short,0.5685,0.8643,0.79,0.8064,0.0,trending_down,DOWN,continuing,False,0.2958,False,Sem BOS ou CHoCH confirmado,0.6206,0.5135,0.8347,0.625,0.874,0.1575,0.8643,0.4,0.558,0.7064,0.8064
COSUSDT,30m,short,0.6252,0.7495,0.74,0.1835,0.0,ranging,DOWN,continuing,False,0.1243,False,RVOL 0.47 < 0.7,0.6107,0.5145,0.4182,0.6349,0.916,0.4179,0.7495,0.7,0.839,0.9484,0.1835
COSUSDT,1d,short,0.584,0.7444,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1604,False,RVOL 0.56 < 0.7,0.6687,0.9974,0.4182,0.3521,0.916,0.46,0.7444,0.46,0.58,0.6664,0.0
COSUSDT,1h,short,0.5506,0.6736,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.123,False,ADX 20.5 < 25,0.5781,0.595,0.4182,0.3957,0.916,0.4249,0.6736,0.6,0.58,0.7604,0.0
COSUSDT,4h,short,0.5078,0.7459,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.2381,False,RVOL 0.20 < 0.7,0.551,0.5139,0.4182,0.3999,0.916,0.4179,0.7459,0.46,0.5,0.6157,0.0
COTIUSDT,30m,long,0.676,0.7496,0.71,0.4892,0.0,ranging,UP,reversing,False,0.0736,False,RVOL 0.69 < 0.7,0.6786,0.5145,0.4594,0.6776,0.916,0.7709,0.7496,0.9,0.835,0.856,0.4892
COTIUSDT,1d,short,0.6242,0.7426,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.1184,False,RVOL 0.51 < 0.7,0.6334,0.5134,0.4594,0.5823,0.916,0.7709,0.7426,0.6,0.749,0.9551,0.0
COTIUSDT,4h,short,0.5886,0.7464,0.71,0.0,0.0,ranging,DOWN,continuing,False,0.1578,False,RVOL 0.23 < 0.7,0.6174,0.5139,0.4594,0.4057,0.916,0.7709,0.7464,0.7,0.599,0.7499,0.0
COTIUSDT,1h,short,0.5736,0.6709,0.71,0.2896,0.0,ranging,DOWN,continuing,False,0.0973,False,Sem BOS ou CHoCH confirmado,0.6205,0.5945,0.4594,0.5382,0.916,0.7779,0.6709,0.4,0.709,0.7066,0.2896
0GUSDT,30m,short,0.6198,0.7444,0.74,0.522,0.0,ranging,DOWN,continuing,False,0.1246,False,Confidence 0.74 < 0.75,0.6382,0.5135,0.4544,0.5511,0.916,0.7718,0.7444,0.7,0.666,0.8778,0.522
0GUSDT,1h,short,0.6026,0.7424,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1398,False,RVOL 0.65 < 0.7,0.6188,0.5132,0.4544,0.4901,0.916,0.7718,0.7424,0.6,0.682,0.8928,0.0
0GUSDT,4h,short,0.5845,0.7441,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1596,False,RVOL 0.20 < 0.7,0.6034,0.5135,0.4544,0.2792,0.916,0.7718,0.7441,0.76,0.56,0.8164,0.0
0GUSDT,1d,short,0.5641,0.7416,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1775,False,RVOL 0.37 < 0.7,0.6103,0.5132,0.4544,0.4339,0.916,0.7718,0.7416,0.6,0.46,0.7627,0.0
AAPLONUSDT,1h,short,0.6452,0.7133,0.74,0.0,0.0,calm,DOWN,continuing,False,0.0681,False,ADX 25.0 < 25,0.6954,0.5948,0.3932,0.7041,0.958,0.9711,0.7133,0.7,0.63,0.8052,0.0
AAPLONUSDT,1d,short,0.586,0.7869,0.74,0.7255,0.0,calm,UP,continuing,False,0.2009,False,RVOL 0.48 < 0.7,0.6148,0.514,0.3932,0.2169,0.958,0.964,0.7869,0.76,0.58,0.7075,0.7255
AAPLONUSDT,30m,long,0.5725,0.7132,0.74,0.7068,0.0,calm,DOWN,continuing,False,0.1407,False,ADX 25.0 < 25,0.6431,0.5948,0.3932,0.555,0.958,0.9711,0.7132,0.4,0.595,0.6373,0.7068
ACHRONUSDT,4h,short,0.6115,0.7451,0.74,0.0,0.0,ranging,DOWN,continuing,False,0.1336,False,RVOL 0.20 < 0.7,0.623,0.5137,0.4693,0.401,0.916,0.8211,0.7451,0.7,0.68,0.8888,0.0
ACHRONUSDT,1d,short,0.6073,0.7422,0.74,0.3396,0.0,ranging,DOWN,continuing,False,0.1349,False,RVOL 0.43 < 0.7,0.6472,0.5132,0.4693,0.5655,0.916,0.8211,0.7422,0.7,0.53,0.8179,0.3396
ACNUSDT,4h,short,0.6531,0.8672,0.82,0.0,0.0,trending_down,DOWN,reversing,False,0.2141,False,RVOL 0.35 < 0.7,0.7348,0.514,0.9201,0.6107,0.958,0.8621,0.8672,0.6,0.529,0.6872,0.0
ACNUSDT,30m,short,0.6433,0.8713,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.228,False,Entry Zone FAIL (score 0.00 < 0.4),0.7257,0.5147,0.9201,0.5733,0.958,0.8621,0.8713,0.56,0.48,0.7358,0.0
ACNUSDT,1d,short,0.5793,0.785,0.82,0.0,0.0,trending_down,DOWN,continuing,False,0.2057,False,RVOL 0.59 < 0.7,0.613,0.1903,0.9201,0.479,0.958,0.834,0.785,0.5,0.499,0.817,0.0
ACTUSDT,4h,short,0.6424,0.7845,0.74,0.7921,0.0,trending_down,DOWN,continuing,False,0.1421,False,RVOL 0.14 < 0.7,0.7013,0.594,0.8745,0.5683,0.916,0.7053,0.7845,0.5,0.619,0.8648,0.7921
ACTUSDT,1d,short,0.5698,0.7193,0.74,0.0,0.0,trending_down,DOWN,continuing,False,0.1495,False,RVOL 0.25 < 0.7,0.6513,0.5944,0.8745,0.4108,0.916,0.7053,0.7193,0.3,0.56,0.647,0.0
ACTUSDT,1h,short,0.5114,0.7166,0.74,0.2723,0.0,trending_down,DOWN,continuing,False,0.2052,False,Sem BOS ou CHoCH confirmado,0.565,0.1906,0.8745,0.5341,0.916,0.6702,0.7166,0.3,0.439,0.6364,0.2723
ADIUSDT,30m,long,0.57,0.6698,0.74,0.0,0.0,ranging,SIDE,reversing,False,0.0998,False,Entry Zone FAIL (score 0.00 < 0.4),0.6501,0.5944,0.4077,0.631,0.916,0.9132,0.6698,0.5,0.55,0.5299,0.0
ADIUSDT,1h,long,0.5605,0.7478,0.74,0.1631,0.0,ranging,DOWN,continuing,False,0.1873,False,Sem BOS ou CHoCH confirmado,0.6177,0.5142,0.4077,0.5013,0.916,0.9061,0.7478,0.5,0.575,0.597,0.1631
ADIUSDT,4h,long,0.55,0.7436,0.74,0.0,0.0,ranging,UP,continuing,False,0.1936,False,RVOL 0.18 < 0.7,0.5932,0.5135,0.4077,0.2751,0.916,0.9061,0.7436,0.6,0.48,0.7119,0.0
AGLDUSDT,30m,long,0.5834,0.7477,0.76,0.0,0.0,reversal,UP,continuing,False,0.1643,False,RVOL 0.29 < 0.7,0.6282,0.594,0.8487,0.4186,0.916,0.174,0.7477,0.6,0.502,0.8048,0.0
AGLDUSDT,1d,short,0.553,0.7567,0.76,0.0,0.0,reversal,DOWN,continuing,False,0.2037,False,Sem BOS ou CHoCH confirmado,0.6291,0.5134,0.8487,0.6913,0.916,0.167,0.7567,0.4,0.444,0.6185,0.0
